SKU,Current_Item,Current_Base_Item,sku_Family,Current_Item_Overall_Status,Current_Item_Specific_Status,Current_Item_Lead_Style,Current_Item_Product_Type ,Current_Item_sku_Pricing,Current_Item_Discounted_Pricing, Current_Item_Inventory , Current_Item_Reported_Inventory , Current_Item_Min_Order_Qty ,Current_Item_Packaging_Type, Current_Item_sku_packaging_qty ,Current_Item_Shrink_wrapped_status,Current_Item_Version_Number,Current_Item_Version_Description,Frequency_Hertz,Starting_Method,Lamp_Connection , Ballast_Factor ,Maximum_Possible_Lamp_Combinations, Number_ of_Lamps ,Maximum_Voltage_Combinations, Voltage_120V , Voltage_240V , Voltage_277V, Voltage_347V,Power_factor,Power_factor_value,Dimming_Status, Length_inches , Width_inches , Height_inches , Weight_in_lbs , Lamps ,Successor_Item,Successor_Base_Item,Successor_Item_sku_Family,Substitute_Item,Substitute_Base_Item,Substitute_Item_Product_Type,Substitute_Item_Overall_Status,Substitute_Item_Specific_Status,Substitutue item sku Family,Substitute_item__Item_Lead_Style, Philips_Advance , GE ,Osram,Univeral,Fulham,Keystone,Howard,Sola,Hatch,Halco,Radionic,Epsen,Interglobal,Sunpark,Accupro,Valmont,TCP
S1RC          /C,S1RC          /C,S1RC          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1RC          /D,S1RC          /D,S1RC          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1RC          /E,S1RC          /E,S1RC          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1RC          /F,S1RC          /F,S1RC          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,6,Bottom leads (corner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1RC          /G,S1RC          /G,S1RC          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S204          /A,S204          /A,S204          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S20604        /C,S20604        /C,S20604        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S20604        /E,S20604        /E,S20604        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S20604        /F,S20604        /F,S20604        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2060425      /A,S2060425      /A,S2060425      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2060425      /B,S2060425      /B,S2060425      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2060446      /A,S2060446      /A,S2060446      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S20604G       /A,S20604G       /A,S20604G       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S20604PHO     /A,S20604PHO     /A,S20604PHO     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S208          /A,S208          /A,S208          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S20856PWH     /A,S20856PWH     /A,S20856PWH     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S208P         /A,S208P         /A,S208P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21325SP      /B,S21325SP      /B,S21325SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327P       /A,S21327P       /A,S21327P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327P       /B,S21327P       /B,S21327P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327P       /C,S21327P       /C,S21327P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327P       /D,S21327P       /D,S21327P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327P       /E,S21327P       /E,S21327P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327PB1LH   /A,S21327PB1LH   /A,S21327PB1LH   ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327PLH     /B,S21327PLH     /B,S21327PLH     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327RC      /A,S21327RC      /A,S21327RC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327RC      /B,S21327RC      /B,S21327RC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327RC      /C,S21327RC      /C,S21327RC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /A,S21327SP      /A,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /B,S21327SP      /B,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /C,S21327SP      /C,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /D,S21327SP      /D,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /E,S21327SP      /E,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /F,S21327SP      /F,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /G,S21327SP      /G,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /H,S21327SP      /H,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SP      /J,S21327SP      /J,S21327SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SPB1    /A,S21327SPB1    /A,S21327SPB1    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SPB1LA  /A,S21327SPB1LA  /A,S21327SPB1LA  ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SPB1LH  /A,S21327SPB1LH  /A,S21327SPB1LH  ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SPLH    /A,S21327SPLH    /A,S21327SPLH    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SPLH    /C,S21327SPLH    /C,S21327SPLH    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SRCB1LA /A,S21327SRCB1LA /A,S21327SRCB1LA ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21327SRCB1LH /A,S21327SRCB1LH /A,S21327SRCB1LH ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21336SP      /A,S21336SP      /A,S21336SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S214          /A,S214          /A,S214          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215          /A,S215          /A,S215          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215          /B,S215          /B,S215          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2151105P     /A,S2151105P     /A,S2151105P     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S21527SP      /A,S21527SP      /A,S21527SP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215P         /C,S215P         /C,S215P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215P         /D,S215P         /D,S215P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S215P         /E,S215P         /E,S215P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2225FM       /A,S2225FM       /A,S2225FM       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2227FMP      /A,S2227FMP      /A,S2227FMP      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2227FMRC     /A,S2227FMRC     /A,S2227FMRC     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2235P        /B,S2235P        /B,S2235P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2235P        /C,S2235P        /C,S2235P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22-5P        /A,S22-5P        /A,S22-5P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22627P       /A,S22627P       /A,S22627P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22627RC      /A,S22627RC      /A,S22627RC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22FMP        /A,S22FMP        /A,S22FMP        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22FMP        /B,S22FMP        /B,S22FMP        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,6,Bottom leads (corner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22FMP        /C,S22FMP        /C,S22FMP        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22FMPLH      /A,S22FMPLH      /A,S22FMPLH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22FMRC       /A,S22FMRC       /A,S22FMRC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S22FMRC       /B,S22FMRC       /B,S22FMRC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23626PUV       ,S23626PUV       ,S23626PUV       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S24P          /A,S24P          /A,S24P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S24T12VHO     /A,S24T12VHO     /A,S24T12VHO     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S24VACTT13    /A,S24VACTT13    /A,S24VTT13    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S24VACTT9     /A,S24VACTT9     /A,S24VTT9     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S25           /A,S25           /A,S25           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S25           /B,S25           /B,S25           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S25           /C,S25           /C,S25           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S251005       /A,S251005       /A,S251005       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2510056      /A,S2510056      /A,S2510056      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2525         /A,S2525         /A,S2525         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2545         /A,S2545         /A,S2545         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2545P        /A,S2545P        /A,S2545P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S258          /A,S258          /A,S258          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2625P        /A,S2625P        /A,S2625P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2627P        /B,S2627P        /B,S2627P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2627P        /C,S2627P        /C,S2627P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2627P        /D,S2627P        /D,S2627P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2627P        /E,S2627P        /E,S2627P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2645P        /A,S2645P        /A,S2645P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S279          /A,S279          /A,S279          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S27927P       /A,S27927P       /A,S27927P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S27927P       /B,S27927P       /B,S27927P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S27927P       /C,S27927P       /C,S27927P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S27927P       /D,S27927P       /D,S27927P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S27927P       /E,S27927P       /E,S27927P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S27927S       /A,S27927S       /A,S27927S       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S279P         /C,S279P         /C,S279P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S279P         /D,S279P         /D,S279P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2827CP       /A,S2827CP       /A,S2827CP       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2827CP       /B,S2827CP       /B,S2827CP       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2827CP       /D,S2827CP       /D,S2827CP       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2827CRC      /A,S2827CRC      /A,S2827CRC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2827CRC      /B,S2827CRC      /B,S2827CRC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2827CRC      /C,S2827CRC      /C,S2827CRC      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S285CP        /A,S285CP        /A,S285CP        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CP         /C,S28CP         /C,S28CP         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CP         /D,S28CP         /D,S28CP         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CP         /E,S28CP         /E,S28CP         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CP         /F,S28CP         /F,S28CP         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CPLH       /A,S28CPLH       /A,S28CPLH       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CRC        /A,S28CRC        /A,S28CRC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CRC        /B,S28CRC        /B,S28CRC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28CRC        /C,S28CRC        /C,S28CRC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /B,S28P          /B,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /D,S28P          /D,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /E,S28P          /E,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /F,S28P          /F,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /G,S28P          /G,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,5,Bottom leads (off center on middle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /H,S28P          /H,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S28P          /I,S28P          /I,S28P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
