SKU,Current_Item,Current_Base_Item,sku_Family,Current_Item_Overall_Status,Current_Item_Specific_Status,Current_Item_Lead_Style,Current_Item_Product_Type ,Current_Item_sku_Pricing,Current_Item_Discounted_Pricing, Current_Item_Inventory , Current_Item_Reported_Inventory , Current_Item_Min_Order_Qty ,Current_Item_Packaging_Type, Current_Item_sku_packaging_qty ,Current_Item_Shrink_wrapped_status,Current_Item_Version_Number,Current_Item_Version_Description,Frequency_Hertz,Starting_Method,Lamp_Connection , Ballast_Factor ,Maximum_Possible_Lamp_Combinations, Number_ of_Lamps ,Maximum_Voltage_Combinations, Voltage_120V , Voltage_240V , Voltage_277V, Voltage_347V,Power_factor,Power_factor_value,Dimming_Status, Length_inches , Width_inches , Height_inches , Weight_in_lbs , Lamps ,Successor_Item,Successor_Base_Item,Successor_Item_sku_Family,Substitute_Item,Substitute_Base_Item,Substitute_Item_Product_Type,Substitute_Item_Overall_Status,Substitute_Item_Specific_Status,Substitutue item sku Family,Substitute_item__Item_Lead_Style, Philips_Advance , GE ,Osram,Univeral,Fulham,Keystone,Howard,Sola,Hatch,Halco,Radionic,Epsen,Interglobal,Sunpark,Accupro,Valmont,TCP
S1527P        /S,S1527P        /S,S1527P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527P        /T,S1527P        /T,S1527P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527P        /U,S1527P        /U,S1527P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PB1      /A,S1527PB1      /A,S1527PB1      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PB1      /B,S1527PB1      /B,S1527PB1      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PB1      /C,S1527PB1      /C,S1527PB1      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PB1      /D,S1527PB1      /D,S1527PB1      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PB1LH    /A,S1527PB1LH    /A,S1527PB1LH    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PLA      /A,S1527PLA      /A,S1527PLA      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PLH      /A,S1527PLH      /A,S1527PLH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527PLH      /B,S1527PLH      /B,S1527PLH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527RC       /B,S1527RC       /B,S1527RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527RC       /C,S1527RC       /C,S1527RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527RC       /D,S1527RC       /D,S1527RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527RC       /E,S1527RC       /E,S1527RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1527RCB1LA   /A,S1527RCB1LA   /A,S1527RCB1LA   ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1535         /B,S1535         /B,S1535         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1535P        /A,S1535P        /A,S1535P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1535P        /B,S1535P        /B,S1535P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1536         /A,S1536         /A,S1536         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1536         /B,S1536         /B,S1536         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1545         /A,S1545         /A,S1545         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1545         /B,S1545         /B,S1545         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1545P        /B,S1545P        /B,S1545P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1545RC       /A,S1545RC       /A,S1545RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1545RC       /B,S1545RC       /B,S1545RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1546         /A,S1546         /A,S1546         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1546         /B,S1546         /B,S1546         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1546         /C,S1546         /C,S1546         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1546P        /A,S1546P        /A,S1546P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1546RC       /A,S1546RC       /A,S1546RC       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S156          /A,S156          /A,S156          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S156          /B,S156          /B,S156          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15P          /A,S15P          /A,S15P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15PB1LH      /A,S15PB1LH      /A,S15PB1LH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S15PB1LH      /B,S15PB1LH      /B,S15PB1LH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1-5PWT       /A,S1-5PWT       /A,S1-5PWT       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1655025C     /A,S1655025C     /A,S1655025C     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S165508       /A,S165508       /A,S165508       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S16PSC        /A,S16PSC        /A,S16PSC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S175            ,S175            ,S175            ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1827P        /A,S1827P        /A,S1827P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1827P        /B,S1827P        /B,S1827P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1827P        /C,S1827P        /C,S1827P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1827P        /D,S1827P        /D,S1827P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1827P        /E,S1827P        /E,S1827P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1827P        /F,S1827P        /F,S1827P        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S185          /C,S185          /C,S185          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /A,S18P          /A,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /B,S18P          /B,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,60,Preheat,DK,0.9,1,1,120,Y,N,N,N,Normal,,N,DK,DK,DK,DK,CFQ18W/G24D-CFTR18W/GX24D,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /C,S18P          /C,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,5,Bottom leads (off center on middle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /D,S18P          /D,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /E,S18P          /E,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,6,Bottom leads (corner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /F,S18P          /F,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /G,S18P          /G,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18P          /H,S18P          /H,S18P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSC        /B,S18PSC        /B,S18PSC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSC        /C,S18PSC        /C,S18PSC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSC        /D,S18PSC        /D,S18PSC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSC        /E,S18PSC        /E,S18PSC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSC        /F,S18PSC        /F,S18PSC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSCB1      /A,S18PSCB1      /A,S18PSCB1      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSCLH      /A,S18PSCLH      /A,S18PSCLH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSCWT      /A,S18PSCWT      /A,S18PSCWT      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PSCWT      /B,S18PSCWT      /B,S18PSCWT      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PVLH       /A,S18PVLH       /A,S18PVLH       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18PVLH       /B,S18PVLH       /B,S18PVLH       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18Q25P       /B,S18Q25P       /B,S18Q25P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S18Q25P       /C,S18Q25P       /C,S18Q25P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19           /A,S19           /A,S19           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S196            ,S196            ,S196            ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1LA          /A,S1LA          /A,S1LA          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1MV5027      /A,S1MV5027      /A,S1MV5027      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1P           AJ,S1P           AJ,S1P ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /B,S1P           /B,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /C,S1P           /C,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /D,S1P           /D,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /F,S1P           /F,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /G,S1P           /G,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /H,S1P           /H,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,7,Bottom leads (on center off middle)/1-stud,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /I,S1P           /I,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /J,S1P           /J,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /K,S1P           /K,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /L,S1P           /L,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /M,S1P           /M,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /N,S1P           /N,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /O,S1P           /O,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /Q,S1P           /Q,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /R,S1P           /R,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /S,S1P           /S,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,6,Bottom leads (corner),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /T,S1P           /T,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /U,S1P           /U,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /X,S1P           /X,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /Y,S1P           /Y,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           /Z,S1P           /Z,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AA,S1P           AA,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AC,S1P           AC,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AD,S1P           AD,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AE,S1P           AE,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AF,S1P           AF,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AG,S1P           AG,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1P           AH,S1P           AH,S1P           ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
S1PB1         /C,S1PB1         /C,S1PB1         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PB1         /D,S1PB1         /D,S1PB1         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PB1LH       /A,S1PB1LH       /A,S1PB1LH       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PLA         /A,S1PLA         /A,S1PLA         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PLA         /C,S1PLA         /C,S1PLA         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PLA         /D,S1PLA         /D,S1PLA         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PLH         /B,S1PLH         /B,S1PLH         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1PVLH        /B,S1PVLH        /B,S1PVLH        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1RC          /A,S1RC          /A,S1RC          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
